file,word,speaker
five/56eb74ae_nohash_2.wav,five,56eb74ae
five/56eb74ae_nohash_3.wav,five,56eb74ae
five/56eb74ae_nohash_4.wav,five,56eb74ae
five/56eb74ae_nohash_1.wav,five,56eb74ae
five/56eb74ae_nohash_0.wav,five,56eb74ae
five/c1e0e8e3_nohash_1.wav,five,c1e0e8e3
five/c1e0e8e3_nohash_0.wav,five,c1e0e8e3
five/c1e0e8e3_nohash_4.wav,five,c1e0e8e3
five/c1e0e8e3_nohash_2.wav,five,c1e0e8e3
five/c1e0e8e3_nohash_3.wav,five,c1e0e8e3
five/b66f4f93_nohash_0.wav,five,b66f4f93
five/b66f4f93_nohash_7.wav,five,b66f4f93
five/b66f4f93_nohash_2.wav,five,b66f4f93
five/b66f4f93_nohash_3.wav,five,b66f4f93
five/b66f4f93_nohash_6.wav,five,b66f4f93
five/ddedba85_nohash_3.wav,five,ddedba85
five/ddedba85_nohash_4.wav,five,ddedba85
five/ddedba85_nohash_2.wav,five,ddedba85
five/ddedba85_nohash_0.wav,five,ddedba85
five/ddedba85_nohash_6.wav,five,ddedba85
five/cd7f8c1b_nohash_4.wav,five,cd7f8c1b
five/cd7f8c1b_nohash_1.wav,five,cd7f8c1b
five/cd7f8c1b_nohash_2.wav,five,cd7f8c1b
five/cd7f8c1b_nohash_3.wav,five,cd7f8c1b
five/cd7f8c1b_nohash_0.wav,five,cd7f8c1b
five/24befdb3_nohash_1.wav,five,24befdb3
five/24befdb3_nohash_3.wav,five,24befdb3
five/24befdb3_nohash_4.wav,five,24befdb3
five/24befdb3_nohash_2.wav,five,24befdb3
five/24befdb3_nohash_0.wav,five,24befdb3
five/5ebc1cda_nohash_0.wav,five,5ebc1cda
five/5ebc1cda_nohash_1.wav,five,5ebc1cda
five/5ebc1cda_nohash_4.wav,five,5ebc1cda
five/5ebc1cda_nohash_2.wav,five,5ebc1cda
five/5ebc1cda_nohash_6.wav,five,5ebc1cda
five/cce7416f_nohash_3.wav,five,cce7416f
five/cce7416f_nohash_5.wav,five,cce7416f
five/cce7416f_nohash_1.wav,five,cce7416f
five/cce7416f_nohash_4.wav,five,cce7416f
five/cce7416f_nohash_2.wav,five,cce7416f
five/c1d39ce8_nohash_3.wav,five,c1d39ce8
five/c1d39ce8_nohash_4.wav,five,c1d39ce8
five/c1d39ce8_nohash_7.wav,five,c1d39ce8
five/c1d39ce8_nohash_5.wav,five,c1d39ce8
five/c1d39ce8_nohash_2.wav,five,c1d39ce8
five/b5cf6ea8_nohash_3.wav,five,b5cf6ea8
five/b5cf6ea8_nohash_8.wav,five,b5cf6ea8
five/b5cf6ea8_nohash_10.wav,five,b5cf6ea8
five/b5cf6ea8_nohash_5.wav,five,b5cf6ea8
five/b5cf6ea8_nohash_2.wav,five,b5cf6ea8
five/ef3367d9_nohash_6.wav,five,ef3367d9
five/ef3367d9_nohash_2.wav,five,ef3367d9
five/ef3367d9_nohash_4.wav,five,ef3367d9
five/ef3367d9_nohash_5.wav,five,ef3367d9
five/ef3367d9_nohash_1.wav,five,ef3367d9
five/28e47b1a_nohash_0.wav,five,28e47b1a
five/28e47b1a_nohash_4.wav,five,28e47b1a
five/28e47b1a_nohash_2.wav,five,28e47b1a
five/28e47b1a_nohash_1.wav,five,28e47b1a
five/28e47b1a_nohash_3.wav,five,28e47b1a
five/893705bb_nohash_9.wav,five,893705bb
five/893705bb_nohash_2.wav,five,893705bb
five/893705bb_nohash_7.wav,five,893705bb
five/893705bb_nohash_8.wav,five,893705bb
five/893705bb_nohash_3.wav,five,893705bb
five/21832144_nohash_4.wav,five,21832144
five/21832144_nohash_1.wav,five,21832144
five/21832144_nohash_0.wav,five,21832144
five/21832144_nohash_2.wav,five,21832144
five/21832144_nohash_3.wav,five,21832144
five/eb0676ec_nohash_3.wav,five,eb0676ec
five/eb0676ec_nohash_4.wav,five,eb0676ec
five/eb0676ec_nohash_1.wav,five,eb0676ec
five/eb0676ec_nohash_2.wav,five,eb0676ec
five/eb0676ec_nohash_0.wav,five,eb0676ec
five/179a61b7_nohash_4.wav,five,179a61b7
five/179a61b7_nohash_1.wav,five,179a61b7
five/179a61b7_nohash_2.wav,five,179a61b7
five/179a61b7_nohash_0.wav,five,179a61b7
five/179a61b7_nohash_3.wav,five,179a61b7
five/c22d3f18_nohash_4.wav,five,c22d3f18
five/c22d3f18_nohash_2.wav,five,c22d3f18
five/c22d3f18_nohash_0.wav,five,c22d3f18
five/c22d3f18_nohash_3.wav,five,c22d3f18
five/c22d3f18_nohash_1.wav,five,c22d3f18
five/617de221_nohash_2.wav,five,617de221
five/617de221_nohash_4.wav,five,617de221
five/617de221_nohash_0.wav,five,617de221
five/617de221_nohash_3.wav,five,617de221
five/617de221_nohash_1.wav,five,617de221
five/324210dd_nohash_2.wav,five,324210dd
five/324210dd_nohash_0.wav,five,324210dd
five/324210dd_nohash_1.wav,five,324210dd
five/324210dd_nohash_3.wav,five,324210dd
five/324210dd_nohash_4.wav,five,324210dd
five/e1469561_nohash_1.wav,five,e1469561
five/e1469561_nohash_4.wav,five,e1469561
five/e1469561_nohash_3.wav,five,e1469561
five/e1469561_nohash_2.wav,five,e1469561
five/e1469561_nohash_0.wav,five,e1469561
five/2aca1e72_nohash_2.wav,five,2aca1e72
five/2aca1e72_nohash_4.wav,five,2aca1e72
five/2aca1e72_nohash_0.wav,five,2aca1e72
five/2aca1e72_nohash_5.wav,five,2aca1e72
five/2aca1e72_nohash_3.wav,five,2aca1e72
five/1b4c9b89_nohash_4.wav,five,1b4c9b89
five/1b4c9b89_nohash_2.wav,five,1b4c9b89
five/1b4c9b89_nohash_1.wav,five,1b4c9b89
five/1b4c9b89_nohash_0.wav,five,1b4c9b89
five/1b4c9b89_nohash_3.wav,five,1b4c9b89
five/229978fd_nohash_0.wav,five,229978fd
five/229978fd_nohash_3.wav,five,229978fd
five/229978fd_nohash_2.wav,five,229978fd
five/229978fd_nohash_1.wav,five,229978fd
five/229978fd_nohash_4.wav,five,229978fd
five/8134f43f_nohash_0.wav,five,8134f43f
five/8134f43f_nohash_3.wav,five,8134f43f
five/8134f43f_nohash_4.wav,five,8134f43f
five/8134f43f_nohash_2.wav,five,8134f43f
five/8134f43f_nohash_1.wav,five,8134f43f
five/8e05039f_nohash_1.wav,five,8e05039f
five/8e05039f_nohash_0.wav,five,8e05039f
five/8e05039f_nohash_3.wav,five,8e05039f
five/8e05039f_nohash_2.wav,five,8e05039f
five/8e05039f_nohash_4.wav,five,8e05039f
four/56eb74ae_nohash_3.wav,four,56eb74ae
four/56eb74ae_nohash_4.wav,four,56eb74ae
four/56eb74ae_nohash_2.wav,four,56eb74ae
four/56eb74ae_nohash_0.wav,four,56eb74ae
four/56eb74ae_nohash_1.wav,four,56eb74ae
four/c1e0e8e3_nohash_0.wav,four,c1e0e8e3
four/c1e0e8e3_nohash_4.wav,four,c1e0e8e3
four/c1e0e8e3_nohash_1.wav,four,c1e0e8e3
four/c1e0e8e3_nohash_3.wav,four,c1e0e8e3
four/c1e0e8e3_nohash_2.wav,four,c1e0e8e3
four/b66f4f93_nohash_2.wav,four,b66f4f93
four/b66f4f93_nohash_5.wav,four,b66f4f93
four/b66f4f93_nohash_6.wav,four,b66f4f93
four/b66f4f93_nohash_4.wav,four,b66f4f93
